what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20120127-1122,"org.eclipse.emf.ecore.xmi",1459778050984
started,bundle,org.eclipse.emf.edit,2.7.2.v20120130-0943,"org.eclipse.emf.edit",1459778050984
started,bundle,org.eclipse.emf.edit.ui,2.7.0.v20120130-0943,"org.eclipse.emf.edit.ui",1459778050984
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1459778050984
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1459778050984
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1459778050984
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1459778050984
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1459778050984
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1459778050984
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1459778050984
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1459778050984
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1459778050984
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.R37x_v20111003,"org.eclipse.equinox.p2.engine",1459778050984
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1459778050984
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.R37x_v20111111,"org.eclipse.equinox.p2.operations",1459778050984
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110815-1419,"org.eclipse.equinox.p2.reconciler.dropins",1459778050984
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1459778050984
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1459778051000
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1459778051062
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1459778051062
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1459778051078
started,bundle,org.eclipse.jdt.core,3.7.3.v20120119-1537,"org.eclipse.jdt.core",1459778051078
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110928-1453,"org.eclipse.jdt.core.manipulation",1459778051078
started,bundle,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui",1459778051078
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1459778051078
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1459778051078
started,bundle,org.eclipse.jst.j2ee.ui,1.1.503.v201201190400,"org.eclipse.jst.j2ee.ui",1459778051078
started,bundle,org.eclipse.jst.j2ee.webservice,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice",1459778051078
started,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.500.v201105122000,"org.eclipse.jst.j2ee.webservice.ui",1459778051093
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1459778051093
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1459778051093
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1459778051093
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1459778051093
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1459778051093
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1459778051093
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1459778051093
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1459778051093
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1459778051093
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1459778051093
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1459778051093
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1459778051093
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1459778051093
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1459778051093
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1459778051093
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1459778051093
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1459778051093
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1459778051093
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1459778051093
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1459778051093
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1459778051093
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1459778051093
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1459778051093
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1459778051093
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1459778051093
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1459778051093
started,bundle,org.eclipse.wst.common.frameworks,1.2.102.v201201190400,"org.eclipse.wst.common.frameworks",1459778051093
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1459778051093
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1459778051093
started,bundle,org.eclipse.m2e.logback.configuration,1.3.1.20130219-1424,"org.eclipse.m2e.logback.configuration",1459778051093
os,sysinfo,,,"win32",1459778051109
arch,sysinfo,,,"x86",1459778051109
ws,sysinfo,,,"win32",1459778051109
locale,sysinfo,,,"ru_RU",1459778051109
processors,sysinfo,,,"2",1459778051109
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1459778051109
java.runtime.version,sysinfo,,,"1.8.0_73-b02",1459778051109
java.specification.name,sysinfo,,,"Java Platform API Specification",1459778051109
java.specification.vendor,sysinfo,,,"Oracle Corporation",1459778051109
java.specification.version,sysinfo,,,"1.8",1459778051109
java.vendor,sysinfo,,,"Oracle Corporation",1459778051109
java.version,sysinfo,,,"1.8.0_73",1459778051109
java.vm.info,sysinfo,,,"mixed mode",1459778051109
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1459778051109
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1459778051109
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1459778051109
java.vm.specification.version,sysinfo,,,"1.8",1459778051109
java.vm.vendor,sysinfo,,,"Oracle Corporation",1459778051109
java.vm.version,sysinfo,,,"25.73-b02",1459778051109
started,bundle,org.eclipse.equinox.p2.repository,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.repository",1459778051234
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.metadata.repository",1459778051484
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1459778051593
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1459778051656
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.100.v201201031437,"org.eclipse.jst.ws.jaxws.utils",1459778051875
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1459778052234
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1459778052375
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1459778052687
started,bundle,org.eclipse.m2e.discovery,1.3.1.20130219-1424,"org.eclipse.m2e.discovery",1459778052906
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1459778053531
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1459778053531
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1459778053609
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1459778054031
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1459778054281
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1459778087130
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1459778087287
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20111007_r372,"org.eclipse.ui.externaltools",1459778090210
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459778100752
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459778147672
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459778155269
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459778159884
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459778165457
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1459778403176
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459778488799
failed,command,org.eclipse.ui.externaltools,3.2.0.v20111007_r372,"org.eclipse.ui.externalTools.commands.OpenExternalToolsConfigurations",1459778488831
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459778489748
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459778499121
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1459778511452
started,bundle,org.eclipse.core.externaltools,1.0.100.v20111007_r372,"org.eclipse.core.externaltools",1459778518134
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1459778518714
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1459778518730
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459778521899
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459778527487
executed,command,org.eclipse.ui.externaltools,3.2.0.v20111007_r372,"org.eclipse.ui.externaltools.ExternalToolMenuDelegateToolbar",1459778529721
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1459778539035
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459778542889
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459778559253
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459778570166
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459778573848
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459778584386
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459778588901
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459778616009
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459778642810
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459778662154
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459778665146
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459778706674
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459778711958
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459778772595
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459778776060
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459778777386
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459778780456
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459778797658
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459779349083
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459779367972
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459779372039
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459779390225
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459779396018
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459779476660
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459779617632
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459779626721
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459783073051
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459783075224
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459783086435
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459783092444
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459783096324
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459783097792
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459783111288
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459783119775
started,bundle,org.eclipse.m2e.core,1.3.1.20130219-1424,"org.eclipse.m2e.core",1459783203056
started,bundle,org.eclipse.m2e.jdt,1.3.1.20130219-1424,"org.eclipse.m2e.jdt",1459783203070
started,bundle,org.eclipse.jdt.launching,3.6.1.v20111006_r372,"org.eclipse.jdt.launching",1459783203839
started,bundle,org.eclipse.jst.servlet.ui,1.1.502.v201202011054,"org.eclipse.jst.servlet.ui",1459783207406
started,bundle,org.eclipse.jst.jee.ui,1.0.401.v201202011107,"org.eclipse.jst.jee.ui",1459783207574
started,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.501.v201107261503,"org.eclipse.jst.j2ee.navigator.ui",1459783207599
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1459783208030
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1459783208057
started,bundle,org.eclipse.jst.j2ee.core,1.2.102.v201202090300,"org.eclipse.jst.j2ee.core",1459783208283
started,bundle,org.eclipse.jem,2.0.501.v201111030500,"org.eclipse.jem",1459783208602
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1459783209659
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1459783209805
started,bundle,org.eclipse.wst.validation,1.2.303.v201202090300,"org.eclipse.wst.validation",1459783210022
started,bundle,org.eclipse.jst.j2ee,1.1.503.v201202090300,"org.eclipse.jst.j2ee",1459783210581
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1459783211032
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459783211739
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1459783211769
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.301.v201108240656,"org.eclipse.jst.ws.jaxrs.core",1459783212406
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.AllMarkersView",1459783218847
opened,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1459783220898
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1459783220920
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1459783222191
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1459783222295
opened,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1459783222613
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1459783222746
started,bundle,org.eclipse.datatools.connectivity,1.2.4.v201202041105,"org.eclipse.datatools.connectivity",1459783225831
started,bundle,org.eclipse.datatools.connectivity.ui,1.2.2.v201111190813,"org.eclipse.datatools.connectivity.ui",1459783225833
started,bundle,org.eclipse.datatools.connectivity.ui.dse,1.1.4.v201107221459,"org.eclipse.datatools.connectivity.ui.dse",1459783225833
started,bundle,org.eclipse.datatools.enablement.ingres.ui,1.0.0.v201105270214,"org.eclipse.datatools.enablement.ingres.ui",1459783226356
started,bundle,org.eclipse.datatools.connectivity.sqm.core,1.2.4.v201201131116,"org.eclipse.datatools.connectivity.sqm.core",1459783229609
started,bundle,org.eclipse.datatools.connectivity.sqm.core.ui,1.2.1.v20110926045,"org.eclipse.datatools.connectivity.sqm.core.ui",1459783229611
opened,view,org.eclipse.datatools.connectivity.ui.dse,1.1.4.v201107221459,"org.eclipse.datatools.connectivity.DataSourceExplorerNavigator",1459783230444
activated,view,org.eclipse.datatools.connectivity.ui.dse,1.1.4.v201107221459,"org.eclipse.datatools.connectivity.DataSourceExplorerNavigator",1459783230488
started,bundle,org.eclipse.wst.common.snippets,1.2.100.v201103281740,"org.eclipse.wst.common.snippets",1459783234421
started,bundle,org.eclipse.gef,3.7.2.v20111106-2020,"org.eclipse.gef",1459783234495
started,bundle,org.eclipse.draw2d,3.7.2.v20111017-2020,"org.eclipse.draw2d",1459783234589
opened,view,org.eclipse.wst.common.snippets,1.2.100.v201103281740,"org.eclipse.wst.common.snippets.internal.ui.SnippetsView",1459783236899
activated,view,org.eclipse.wst.common.snippets,1.2.100.v201103281740,"org.eclipse.wst.common.snippets.internal.ui.SnippetsView",1459783236968
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1459783240025
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1459783245924
started,bundle,org.eclipse.ui.views.properties.tabbed,3.5.200.v20110928-1505,"org.eclipse.ui.views.properties.tabbed",1459783246390
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.101.v201201031437,"org.eclipse.jst.ws.jaxws.dom.integration",1459783249841
started,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1459783250542
started,bundle,org.eclipse.jpt.common.core,1.0.2.v201111103010,"org.eclipse.jpt.common.core",1459783254564
started,bundle,org.eclipse.jpt.jpa.core,3.0.2.v201201243020,"org.eclipse.jpt.jpa.core",1459783254583
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1459783254734
started,bundle,org.eclipse.wst.css.core,1.1.501.v201111292150,"org.eclipse.wst.css.core",1459783259871
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459783276271
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459783286148
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1459783294183
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1459783294186
started,bundle,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui",1459783310902
started,bundle,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui",1459783311026
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1459783312337
started,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1459783316017
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1459783316429
started,bundle,org.eclipse.wst.xsl.ui,1.1.200.v201103082057,"org.eclipse.wst.xsl.ui",1459783317354
started,bundle,org.eclipse.jem.workbench,2.0.400.v201104251400,"org.eclipse.jem.workbench",1459783318822
opened,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1459783319408
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1459783320423
started,bundle,org.eclipse.wst.xsl.core,1.1.100.v201102270516,"org.eclipse.wst.xsl.core",1459783321844
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1459783321956
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1459783323328
opened,view,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1459783338644
activated,view,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1459783338839
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1459783340746
activated,view,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.internal.introview",1459783356234
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1459783356352
closed,view,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.internal.introview",1459783356383
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1459783381513
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1459783384756
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459783388023
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459783392761
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459783450375
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459783491386
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1459783493657
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459783502239
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459783506702
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459783590603
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459783864928
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459783913791
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459783938482
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459783959361
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459783966225
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459783973818
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1459783976065
